id, value
clpackage,
clpackage.adccdrom,
clpackage.adccdrom.catalog,
clpackage.adccdrom.spectra,
clpackage.adccdrom.tbldb,
clpackage.cfh12k,
clpackage.cfh12k.hdrcfh12k,
clpackage.cfh12k.setcfh12k,
clpackage.cirred,
clpackage.cirred.atmo_cor,
clpackage.cirred.calc_off,
clpackage.cirred.clearim,
clpackage.cirred.do_ccmap,
clpackage.cirred.do_osiris,
clpackage.cirred.do_wcs,
clpackage.cirred.extra,
clpackage.cirred.fixbad,
clpackage.cirred.fixfits,
clpackage.cirred.irdiff,
clpackage.cirred.maskbad,
clpackage.cirred.med,
clpackage.cirred.osiris,
clpackage.cirred.shift_comb,
clpackage.cirred.sky_sub,
clpackage.cirred.spec_comb,
clpackage.clpackage,
clpackage.ctio,
clpackage.ctio.apropos,
clpackage.ctio.bin2iraf,
clpackage.ctio.bitstat,
clpackage.ctio.chpixfile,
clpackage.ctio.colselect,
clpackage.ctio.compairmass,
clpackage.ctio.compression,
clpackage.ctio.compression._compress,
clpackage.ctio.compression._uncompress,
clpackage.ctio.compression.fitsread,
clpackage.ctio.compression.fitswrite,
clpackage.ctio.compression.imcompress,
clpackage.ctio.compression.improc,
clpackage.ctio.compression.imuncompress,
clpackage.ctio.coords,
clpackage.ctio.cureval,
clpackage.ctio.dfits,
clpackage.ctio.eqwidths,
clpackage.ctio.fabry,
clpackage.ctio.fabry.avgvel,
clpackage.ctio.fabry.findsky,
clpackage.ctio.fabry.fitring,
clpackage.ctio.fabry.fpspec,
clpackage.ctio.fabry.icntr,
clpackage.ctio.fabry.intvel,
clpackage.ctio.fabry.mkcube,
clpackage.ctio.fabry.mkshift,
clpackage.ctio.fabry.normalize,
clpackage.ctio.fabry.ringpars,
clpackage.ctio.fabry.zeropt,
clpackage.ctio.fft1d,
clpackage.ctio.filecalc,
clpackage.ctio.findfiles,
clpackage.ctio.fitrad,
clpackage.ctio.fixtail,
clpackage.ctio.focus,
clpackage.ctio.gki2cad,
clpackage.ctio.growthcurve,
clpackage.ctio.helio,
clpackage.ctio.imextract,
clpackage.ctio.immatch,
clpackage.ctio.immatch.geomap,
clpackage.ctio.immatch.geotran,
clpackage.ctio.immatch.geoxytran,
clpackage.ctio.immatch.gregister,
clpackage.ctio.immatch.imalign,
clpackage.ctio.immatch.imcentroid,
clpackage.ctio.immatch.imcombine,
clpackage.ctio.immatch.imshift,
clpackage.ctio.immatch.linmatch,
clpackage.ctio.immatch.psfmatch,
clpackage.ctio.immatch.skyxymatch,
clpackage.ctio.immatch.sregister,
clpackage.ctio.immatch.wcscopy,
clpackage.ctio.immatch.wcsmap,
clpackage.ctio.immatch.wcsxymatch,
clpackage.ctio.immatch.wregister,
clpackage.ctio.immatch.xregister,
clpackage.ctio.immatch.xyxymatch,
clpackage.ctio.imsort,
clpackage.ctio.imspace,
clpackage.ctio.imtest,
clpackage.ctio.iraf2bin,
clpackage.ctio.irlincor,
clpackage.ctio.lambda,
clpackage.ctio.magavg,
clpackage.ctio.magband,
clpackage.ctio.mapkeyword,
clpackage.ctio.midut,
clpackage.ctio.mjoin,
clpackage.ctio.pixselect,
clpackage.ctio.spcombine,
clpackage.ctio.sphot,
clpackage.ctio.statspec,
clpackage.ctio.wairmass,
clpackage.cutoutpkg,
clpackage.cutoutpkg.cutout,
clpackage.cutoutpkg.ndwfsget,
clpackage.dataio,
clpackage.dataio.bintxt,
clpackage.dataio.export,
clpackage.dataio.import,
clpackage.dataio.mtexamine,
clpackage.dataio.rcardimage,
clpackage.dataio.reblock,
clpackage.dataio.rfits,
clpackage.dataio.rtextimage,
clpackage.dataio.t2d,
clpackage.dataio.txtbin,
clpackage.dataio.wcardimage,
clpackage.dataio.wfits,
clpackage.dataio.wtextimage,
clpackage.dbms,
clpackage.deitab,
clpackage.deitab.dcdeimos,
clpackage.deitab.txdeimos,
clpackage.deitab.txndimage,
clpackage.esowfi,
clpackage.esowfi.esohdr,
clpackage.esowfi.esohdrfix,
clpackage.esowfi.esosetinst,
clpackage.finder,
clpackage.finder._qpars,
clpackage.finder.catpars,
clpackage.finder.cdrfits,
clpackage.finder.disppars,
clpackage.finder.dssfinder,
clpackage.finder.finderlog,
clpackage.finder.gscfind,
clpackage.finder.mkgscindex,
clpackage.finder.mkgsctab,
clpackage.finder.mkobjtab,
clpackage.finder.objlist,
clpackage.finder.selectpars,
clpackage.finder.tastrom,
clpackage.finder.tfield,
clpackage.finder.tfinder,
clpackage.finder.tpeak,
clpackage.finder.tpltsol,
clpackage.finder.tvmark_,
clpackage.fitsutil,
clpackage.fitsutil.fgread,
clpackage.fitsutil.fgwrite,
clpackage.fitsutil.fpack,
clpackage.fitsutil.funpack,
clpackage.fitsutil.fxconvert,
clpackage.fitsutil.fxcopy,
clpackage.fitsutil.fxdelete,
clpackage.fitsutil.fxdummyh,
clpackage.fitsutil.fxextract,
clpackage.fitsutil.fxheader,
clpackage.fitsutil.fxinsert,
clpackage.fitsutil.fxplf,
clpackage.fitsutil.fxsplit,
clpackage.fitsutil.ricepack,
clpackage.fitsutil.sum32,
clpackage.fitsutil.t_fgread,
clpackage.fitsutil.t_fgwrite,
clpackage.fitsutil.t_fpack,
clpackage.fitsutil.t_funpack,
clpackage.fitsutil.t_sum32,
clpackage.gemini,
clpackage.gemini.f2,
clpackage.gemini.f2.f2cut,
clpackage.gemini.f2.f2display,
clpackage.gemini.f2.f2examples,
clpackage.gemini.f2.f2info,
clpackage.gemini.f2.f2infoimaging,
clpackage.gemini.f2.f2infols,
clpackage.gemini.f2.f2infomos,
clpackage.gemini.f2.f2prepare,
clpackage.gemini.flamingos,
clpackage.gemini.flamingos.flamingosinfo,
clpackage.gemini.flamingos.fprepare,
clpackage.gemini.gemtools,
clpackage.gemini.gemtools.addbpm,
clpackage.gemini.gemtools.ckcal,
clpackage.gemini.gemtools.ckinput,
clpackage.gemini.gemtools.cnvtsec,
clpackage.gemini.gemtools.gemarith,
clpackage.gemini.gemtools.gemcombine,
clpackage.gemini.gemtools.gemcrspec,
clpackage.gemini.gemtools.gemcube,
clpackage.gemini.gemtools.gemdate,
clpackage.gemini.gemtools.gemdqexpand,
clpackage.gemini.gemtools.gemexpr,
clpackage.gemini.gemtools.gemexprpars,
clpackage.gemini.gemtools.gemextn,
clpackage.gemini.gemtools.gemfix,
